label,tweet
1,nowcast/ thunderstorm warning!:share thunderstorms are approaching the twin cities. gale-force gusts along with\xe2\x80\xa6
1,rt  forget abt thunderstorm\ndelhi  just faced pantstorm \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n\nddvsrh ipl2018 dildilli
1,today s weather in madurai :\npartly cloudy and hot day.\xe2\x98\x80\xef\xb8\x8f\nmax: 38/39\nmin: 25/26\nisolated intense thunderstorm wi\xe2\x80\xa6
1,storming again in this neck of the woods! thunderstorm
1,my anticipation made it thunder..literally. thunderstorm hellofromnyc eurovision
,dust storm leads to flight delays in delhi  duststorm  thunderstorm  delhi  ncr  flightdelays  igiairport\n
1,"weatherforecast for may 7: rain in bengaluru, hyderabad, thunderstorm in punjab, haryana delhiweather\xe2\x80\xa6"
1,"thunderstorm , squall likely in north india hill states delhi thunderbolt bengal telugunews \n"
1,try to be safe at home in this thunderstorm and help others also..\ndon t panic and also avoid spreading rumours..
1,rt  thunderstorm alert: all schools till class vii in mathura to remain closed tomorrow due to western disturbance.
1,thunderstorm strikes delhi ncr with heavy dust. staysafe weatheralert weatherupdate \n
0,"the representative came now for a delivery slot of 5pm-7:30pm. if you d called, i would have gladly\xe2\x80\xa6"
1,rt  thunderstorm brewing se of hamilton. thunder and a few c2g strikes. lots of c2c  mtwx thunderstorm
1,a storm s a comin . rain thunderstorm lightning wind showers thunder
1,thunderstorm alert over northindia: everything you must know; top updates\n\n- with winds gusting up to 50-70 kilom\xe2\x80\xa6
1,"according to indian meteorological department(imd), a new western disturbance has resulted in the thunderstorm and\xe2\x80\xa6"
1,panchkula schools closed for two days \xe2\x80\x93 the indian express  of thunderstorm and s\xe2\x80\xa6
1,lagodigarda area is stunning!! peschiera is my new fave in italy \xf0\x9f\x98\x8d\xf0\x9f\xa4\x97\xf0\x9f\x98\x8e miagoeseurope travelblogger traveltribe\xe2\x80\xa6
1,rt  don t worry delhi ncr..\n\nthe mother aravali will still protect you from storm thunderstorm
1,first thunderstorm in the new house and it\xe2\x80\x99s only our second day! i love a good thunderstorm. \xe2\x9b\x88
1,weird days make weird thoughts. thunder thunderstorm depression anxiety sad sadgirl badday
0,rt  i\xe2\x80\x99ve posted a video on my youtube channel\nsee video plz follow url \xf0\x9f\x91\x87\n
1,thunderstorm was here *.* kiel freshair
1,"rt  dramatic lightning capture when a severe thunderstorm hit nyc on may 10, 2018. manhattan nycwx thunderstorm lightning\xe2\x80\xa6"
1,over 450 pcr calls received during storm: delhi police\n\n thunderstorm
1,toll rises to 13 in up thunderstorm  thunderstorm rain weathercloud uttarpradesh
1,stormy night on the marsh spring thunderstorm nofilter marsh\xe2\x80\xa6
1,"met issues thunderstorm warning for nayagarh, khordha and puri districts till 2 pm odisha"
0,storm season seems to finally be upon us. be prepared and know what to do before and after the storm is over.\xe2\x80\xa6
1,rt  thunderstorm hailstorm hits delhi weather picture of my garden in punjabi bagh new delhi
0,redline yellowline blueline greenline violetline pinkline magentaline orangeline all lines\xe2\x80\xa6
,just in: thunderstorm hits capital(delhi).\nstay safe ppl
1,rt  current radar map 5:10pm edt see this map live at  weather news humid hot steam storm he\xe2\x80\xa6
1,normal life thrown out of gear as \xe2\x80\x98summer rain\xe2\x80\x99 lashes goa\n thunderstorm weather
0,tryig to make \xe2\x80\x9clight\xe2\x80\x9ding of this situation lighting thunderstorm yankee redsocks boston
1,now it feels like spring!! \nfinally got a good thunderstorm rolling thru. thunderstorm storm \xe2\x9b\x88
1,"districts that could be affected are bahraich, shrawasti, balrampur, gonda, siddharth nagar, maharajganj, kushinaga\xe2\x80\xa6"
1,first thunderstorm of the season and i am stoked!
1,rt  cool with the sunset thunderstorm
1,weather thunderstorm rain in delhi ncr
1,"8th may 2018:thunderstorm accompanied with squall likely at isolated places over jammu &amp; kashmir, himachal pradesh\xe2\x80\xa6"
1,springstorms thunderstorm lightening nyc  east harlem
0,rt  it s raining cats &amp; dogs in chicago today! wow! weather amyfreeze thunderstorm wshh springtime2018 marinochrysle\xe2\x80\xa6
1,"weatheralert hyped threat of duststorm, thunderstorm over, isolated activity to continue:\xe2\x80\xa6"
1,"storm alert in thirteen indian states, mostly north. met department also issued thendurstorm and heavy rain warning\xe2\x80\xa6"
1,mass bunk at tata sky office tomorrow thunderstorm
1,"kolkata westbengal\n\nforecast for 10 may, thursday (day 3):-\nthunderstorm kalbaisakhi \naccompanied wi\xe2\x80\xa6"
0,"dust storm, floods, poor air quality, baking heat, snowfall, thunderstorms .. witness everything in india. mother n\xe2\x80\xa6"
1,rt  thunderstorm developing over hyderabad
1,all schools in up s ghaziabad district to remain closed tomorrow following thunderstorm alert for the area
1,so glad to finally see a lightning strike \xe2\x9a\xa1\xef\xb8\x8f\xe2\x9b\x88 thunderstorm season
1,"rt  rain in westbengal to continue, thunderstorm in kolkata :  weathertweet newsalert westbeng\xe2\x80\xa6"
1,brace yourself.. it has started!!\nthunderstorm \xe0\xa4\x86\xe0\xa4\x82\xe0\xa4\xa7\xe0\xa5\x80 \xe0\xa4\xa4\xe0\xa5\x82\xe0\xa4\xab\xe0\xa4\xbe\xe0\xa4\xa8
1,rt  the meteorological department has warned of thunderstorm accompanied with squall at isolated places in haryana between 7 a\xe2\x80\xa6
1,"7th may 2018: thunderstorm accompanied with squall very likely at isolated places over punjab, haryana, chandigarh\xe2\x80\xa6"
1,"may showers at dolci restaurant in the upper west side, nyc. thunderstorm nyc upperwestside dolcirestaurant\xe2\x80\xa6"
1,dust storm hits delhi and haryana..\nmay guru sahi keep you all safe. \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\n\nstormalert storm thunderstorm
1,"\xf0\x9f\x98\x8c i love listening to heavy storms like this. the rain dancing on the rooftop, the thunder rumbling in the distance\xe2\x80\xa6"
1,just look at the cloud.\nthunderstorm\xe2\x9b\x88\xef\xb8\x8f\xe2\x9b\x88\xef\xb8\x8f
1,omg!! this is scary!! \nya allah rehem!! \nthunderstorm hit rajasthan \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xe2\x80\xa6
1,10 seconds in a stalling aircraft seems like a lifetime. uk998 turbulence thunderstorm lightening delhistorm
1,"good day for  zwift rideindoors thunderstorm  austin, texas"
1,predicted wind speed is 130kmph or maybe more than this..\nworried about ppl who got cemented beds but not walls!\npi\xe2\x80\xa6
1,"june 03, 2015: wyoming beautiful lp supercell thunderstorm  stormtours stormchase stormchasing"
1,"before and during the strong thunderstorms in downtown austin! one of my coolest weather experiences yet, especiall\xe2\x80\xa6"
1,severe thunderstorm watch \xe2\x80\x93 be ready view the videos at  mdwx mdwx dcwx pawx wvwx\xe2\x80\xa6
1,thunderstorm alert!! god..it scares the shit out of me! as a child i was never terrified but as i m getting older\xe2\x80\xa6
,duststorm hit delhi. hope and pray that dust will settle soon!! thunderstorm
1,its so scary finally the scary duststorm arives in delhi duststorm thunderstorm
0,"skies that rumble, lightning\xe2\x80\x99s power, dwarves they stumble, jotuns cower.\xe2\x80\x9d asatru thor thunderstorm"
1,rt  duststorm\n\xc2\xa0the delhi government  decided to close all evening schools today following the weather department s warning\xe2\x80\xa6
1,"i can feel strong winds blowing, thunderstorm to hit delhi-ncr o almighty god! save the world from climatechange"
1,rt  the storm is here. no really. dust and wind all around. gurugram thunderstorm \n\n
1,"imd issues thunderstorm warning, emergency measures put in plac\n"
1,"imd predicted duststorm  announced closure of schools in haryana,by evening jokes in wa had already ma\xe2\x80\xa6"
1,weather at jalandhar punjab. \nthunderstorm after sandstorm \nrequest to everyone to stay inside during thunderst\xe2\x80\xa6
1,what is happening !! thunderstorm rain earthquake staysafe everyone earthquake tremors felt in delhi-ncr
1,after such good response  avengersinfinintywar  \nin india thanos decide to come india  instead of usa that is why  thunderstorm .
1,"thunderstorm, squall likely in uttarpradesh in next 2 days\n"
1,"thunderstorm, dust storm: homeministry issues fresh alert to 24 states - here are top developments\n\n"
1,after the rain rain thunderstorm monday mondaymorning macro\xe2\x80\xa6
1,rt  13 may(day 4): thunderstorm accompanied with squall (wind speed reaching 50-\xc2\xad70 kmph) and hail very likely at isolated plac\xe2\x80\xa6
1,"met issues thunderstorm warning for nayagarh, dhenkanal, angul districts till 12.30 pm odisha"
1,rt  thunderstorm and dust storm with wind speeds of up to 70 kmph  very likely  tomorrow in 26  distts of uttarpradesh: met\xe2\x80\xa6
1,thunderstorm warning live updates: massive duststorm hits delhi-ncr; 8 killed in andhrapradesh delhi noida\xe2\x80\xa6
1,"thunder, hear the thunder. onweer thunderstorm"
0,weatherradio awareness - for valuable information please watch the video at  weather noaa\xe2\x80\xa6
1,"when you hear the sound of thunder, don\xe2\x80\x99t you get too scared. just gra your thunder buddy..\xf0\x9f\x90\xb ted thunderbuddy\xe2\x80\xa6"
0,|  the weather doesn t want me to get any work done today.  ||mentorbeatsediting weather badweather\xe2\x80\xa6  |
1,"rt  dust storm, rains turns sunday spoiler in delhi ncr. \n delhi ncr duststorm thunderstorm he\xe2\x80\xa6"
1,"weather severe thunderstorm warning ldnont  thamescentre london, on - 7 day forecast - environment canada"
1,check out the live lightning and thunderstorm status across india.
1,"delhi, punjab, haryana, north rajasthan, west up to witness thunderstorm, duststorm - see more at:\xe2\x80\xa6"
1,rt  thunderstorm in delhi: runway at delhi intl airport closed till futher notice
1,rt  proud to be an itmian. take admission today!!\n\n mondaymotivation thunderstorm
1,"3 people in mathura, 4 people in etawah &amp; 1 person in agra die due to thunderstorm in the respective areas, reports ani"
1,rt  reposting  - via  \nquite the golden hour last night in the pass.. more like golden storm!\n-\n-\n-\n-\n\xe2\x80\xa6
1,"indian meteorological dept issues weather warning for next 5 days. assam, meghalaya , nagaland, manipur,\xe2\x80\xa6"
1,forget abt thunderstorm\ndelhi  just faced pantstorm \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n\nddvsrh ipl2018 dildilli
1,"rt  duststorm delhi,noida,gurugram,rajasthan ppl stay indoors &amp; stay safe thunderstorm storm duststorm dust storm stays\xe2\x80\xa6"
1,"weather forecast for may 11: rain in bengaluru, kolkata; thunderstorm in chennai, hyderabad:\xe2\x80\xa6"
1,"rt  thunderstorm, heavy rain likely to hit delhincr today, warning issued by imd\n"
1,"just in: met issues thunderstorm warning for keonjhar, mayurbhanj, balasore, ganjam, gajapati, khurda districts ti\xe2\x80\xa6"
1,\xe2\x9a\xa0\xef\xb8\x8f severe thunderstorm warning for parts of southeastern kentucky through 4:30 pm! kywx severeweather
1,rt  schools and colleges in meerut and ghaziabad will remain shut on tuesday in view of imd s warning.
1,severe thunderstorm watch: pockets of damaging wind and hail possible in afternoon storms  gpwx
1,"rt  delhi, punjab, haryana, north rajasthan, west uttarpradesh brace for thunderstorm, duststorm."
1,these thunderstorm and duststorm activities are expected to last for a shorter duration and hence would not cause\xe2\x80\xa6
1,rt  thunderstorm updates: massive duststorm hits delhi-ncr; death toll rises to 21 in north india\n
1,rt  over in  there were still people rafting during a thunderstorm today! \nmy dad took this photo and sent it to\xe2\x80\xa6
1,"rt  duststorm\n stay safe, be indoors &amp; try to help the homeless people by providing shelter to them, they need our help \xf0\x9f\x99\x8f \xf0\x9f\x99\x8f\xe2\x80\xa6"
1,mountain fog landscape thunderstorm forkedlightning stormcloud torrentialrain hurricane-storm..
1,goa witnessed first premonsoon ts activity today in very early morning around 2am!\npanaji recorded 23mm rainfal\xe2\x80\xa6
1,when you have a dog that barks at the thunder .. gonna be a long spring + summer \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x90\xb6 mycrazydog thunderstorm makehimstop
1,"approaching severe thunderstorm with a well-defined shelfcloud and frequent lightning activity near wolnzach,\xe2\x80\xa6"
1,"rt  new trend for next few hours tufaan thunderstorm \xf0\x9f\x98\x8f\xf0\x9f\x98\x8f thunderstormindelhi blablabla\nme : good night\xf0\x9f\x98\x81\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x82\xf0\x9f\x98\x8f\xf0\x9f\x98\xaa\nidc , i just n\xe2\x80\xa6"
1,if apocalypse happens.\norder of cities to be destroyed would be:\n\n1. new york. \n2. rest of the world. \n3. jaipur.\n\nthunderstorm
1,rt  tracking a scattered shower and thunderstorm chance on this sunday. meteorologist  will have your hour by hour forec\xe2\x80\xa6
1,be safe \xf0\x9f\x99\x8f\xf0\x9f\x8f\xb thunderstorm
1,love a good thunderstorm (when i m already home on the couch) thunderstorm nyc
1,14 may  (day 5): thunderstorm accompanied with squall (wind speed reaching 50\xc2\xad-70 kmph) and hail very likely at is\xe2\x80\xa6
1,storms moving to the south and north of us. busy weather day in virginia! \xe2\x9b\x88\xf0\x9f\x92\xa8\n.\n.\nstorms thunderstorm\xe2\x80\xa6
1,"people of northern india, enjoy the weather but from a safe place because heavy rainfall and lightning  has claimed\xe2\x80\xa6"
0,i turned all the lights off in my bedroom so i can see the lightening  better. \n newyorkcity nightskies\xe2\x80\xa6
1,i welcome govt\xe2\x80\x99s decision of closing pvt and govt schools in haryana for 2 days citing the bad weather conditions i\xe2\x80\xa6
1,thunderstorm .. neet2018 aspirants be prepared for all eventualities as imd has predicted a thunderstorm on may 7..
1,rt  bangalore horrible thunderstorm
0,they say marriages are made in heaven. but so is thunder and lightning.\n.\n.\n.\n.\n.\n.\n.\n#thunder like4like\xe2\x80\xa6
1,thunderstorm hits delhi.
1,"rt  approaching thunderstorm with a well-developed shelf cloud near wolnzach, germany tonight, may 13! report: christian\xe2\x80\xa6"
1,"dust storm hits delhi, nearly 50 flights affected  thunderstorm thehindu ivyasa"
1,a cat taking shelter on the branch of a neem tree during thunderstorm
1,montana weather thunderstorm labrador scared..\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbc dogsarelove dogsoftwitter blackla wednesdaynight
1,summer is trying to come through. thunderstorm
1,"packing up the place, enjoying the thunderstorm, got an 80 s indianajones movies marathon going in the background\xe2\x80\xa6"
0,andhra woman gets husband killed to be with man she met on facebook\n thunderstorms thunderstorm \n\n
1,texaswildfirecauses rare hail &amp; supercell thunderstorm mallardfire wildfire amarillo pyrocumuluscloud
1,only in texas can a fire start create a thunderstorm.  if you dont like the weather just wait 5 minutes!
1,2 dead in bihar s chhapra after thunderstorm
1,intense thunderstorm alert for interior karnataka along with parts of maharashtra &amp; andhrapradesh.  while isol\xe2\x80\xa6
1,asthma sufferers warned to stay indoors this weekend due to potentially fatal  thunder fever  asthma thunderstorm\xe2\x80\xa6
1,"thunderstorm, heavyrains today in delhi along with 13 states; haryana schools closed till may 8"
1,thunderstorm is rolling on in\xe2\x80\xa6
1,nature is calling for change mayrains thunderstorm\n\n#sarkarabadalisibjpgellisi congressmuktkarnataka\xe2\x80\xa6
0,it never rains on golf night. gradenleague thunderstorm  south\xe2\x80\xa6
0,the storm has gone &amp; washed the city clean in the bargain! thunderstorm
1,"rt  schools in haridwar, ghaziabad and meerut are to remain shut today. duststorms thunderstorm \n\n"
1,lightning kills 25 across country\n  via  bangladesh dhaka chattogram\xe2\x80\xa6
1,"thunderstorm with rain would occur over and adjoining areas of mathura, hathras during next two hours.\n\nsource:imd"
1,gusty storm touches delhi noida thunderstorm duststorm storm thunderstorms
1,rt  thunderstorm warning: delhi govt decides to close all evening schools today.
1,rt  thunderstorm live updates: duststorm hits kanpur in uttarpradesh\n
1,"severe thunderstorm watch for parts of ohio, northern wv to new york state through 9 pm. isolated hail and wind d\xe2\x80\xa6"
1,"rt  wow!! more gorgeous mammatus captured yesterday 13th may in oklahoma, usa. video: rosemary alker source;"
,"rt  according to the india meteorological department, thunderstorm accompanied with gusty winds are very likely at isolated pla\xe2\x80\xa6"
1,"rt  duststorm, thunderstorm, light rain to make a comeback in delhi, chandigarh, ambala, moradabad, alwar - see more\xe2\x80\xa6"
1,stay safe everyone thunderstorm
1,"thunderstorm lightning over totowa, nj may 10th 2018  thunderstorm totowa totowanj t-storm storms"
1,rt  lightning strike gottigere bengalururains thunderstorm
1,"rt  thunderstorm alert live updates: storm in north india, rains in haryana, weather forecast today; all details\n\n"
1,rt  pre-monsoon rains across the country over the weekend and the beginning of coming week. monsoon thunderstorm
1,"holy thunderstorm, that was loud! didn t sound like thunder at first, sounded like something exploded."
1,garden news - now it started to rain but no thunderstorm - smells good - diy chaotic garden
1,rt  thunderstorm has reached delhi and met department urges people to stay inside\nthunderstorm \n
1,rt  thunderstorm northeast of rajahmundry
1,first thunderstorm of the season! \xe2\x98\x94 \xe2\x9a\xa1 \xe2\x98\x81 \xf0\x9f\x99\x8c vawx
1,this is what the white nights should look like. lightning thunderstorm
1,"till tuesday there s a possibility of duststorm &amp; thunderstorm in delhi, haryana &amp; some northindian states. in\xe2\x80\xa6"
1,rt  thunderstorm tuesdaythoughts\n in true god &amp; free from all all unnecessa\xe2\x80\xa6
1,"06 may (day 2):thunderstorm accompanied with squall and hail very likely at isolated places over jammu &amp; kashmir,\xe2\x80\xa6"
1,earthquake in delhi stole the thunder of thunderstorm. \xf0\x9f\x98\x9
1,"rt  11 may (day 2):thunderstorm accompanied with gusty winds very likely at isolated places over jharkhand, gangetic westbeng\xe2\x80\xa6"
1,"till now in up, andhrapradesh, westbengal, delhi and uttarakhand 80 killed due to lightning &amp; thunderstorm d\xe2\x80\xa6"
1,rt  check out the live status of lightning and thunderstorm across andhrapradesh and telangana :
1,rt  there\xe2\x80\x99s a thunderstorm and my neighbor is having a bbq \xf0\x9f\x98\x82\xf0\x9f\x98\x82 nochill bbq thunderstorm weather rain
1,
,thunderstorm thunderstorms be safe and take care in storm
1,for those in atx &amp; surrounding areas  kvue has up to the minute updates thunderstorm tornado &amp; hail storms.\xe2\x80\xa6
1,just in case teachers were planning for a surprise test\xf0\x9f\x91\x8d thunderstorm news updates mondaythoughts\n
1,"dust storm, rains turns sunday spoiler in delhi ncr. \n delhi ncr duststorm thunderstorm heavyrain"
1,rt  trees falling on cars due to thunderstorm in delhi
1,"dramatic lightning capture when a severe thunderstorm hit nyc on may 10, 2018. manhattan nycwx thunderstorm\xe2\x80\xa6"
1,please let us get some good boomers. thunderstorm rain beautiful sexy loveit lighting romance
1,\xf0\x9f\x8c\xb8 verry#close to sunset \xf0\x9f\x8c\xb8 tonight when the thunderstorm come closer \xf0\x9f\x8c\xb8\xe2\x80\xa6
1,"thunderstorm : a fresh warning about thunderstorm and squall hitting west bengal, odisha, bihar and uttar pradesh\xe2\x80\xa6"
1,rt  moderate to severe thunderstorm with gusty winds 30 to 40 knots approaching hyderabad and very likely to effect for 1\xe2\x80\xa6
1,"rt  sky is clear, \nkids on holiday .. \nthunderstorms at home..\n\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x98\xb3\xf0\x9f\x99\x84 .. \xf0\x9f\x98\x82\xf0\x9f\x98\x85\xf0\x9f\x98\x82\nthunderstorm"
1,"another attack on hindu tradition, attrocity literature n petition dt elephants are mistreated in mandirs n want hi\xe2\x80\xa6"
1,"08 may (day 2):thunderstorm accompanied with squall &amp; hail very likely over jammu &amp; kashmir, himachalpradesh,\xe2\x80\xa6"
0,rt  it s seems thor is coming to delhi \n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nrakeshkanwaria \nthunderstorm
1,scary thunderstorm \xe2\x9b\x88 \xe2\x9a\xa1.. cyclonicwinds thunderstorm rain  dehradun india
0,i m a dark and stormy person! thunderstorm
1,"10th may(day 1):thunderstorm accompanied with gusty winds very likely at isolated places over bihar, jharkhand,\xe2\x80\xa6"
1,thunderstorm with rain \xe2\x98\x94 &amp; gusty winds would occur over and adjoining areas of most parts of delhi ncr\xe2\x80\xa6
1,9 killed in thunderstorm in uttarpradesh
1,"rt  avoiding a small cumulonimbus on our way to the uk - canon 5d mark iv + samyang 20mm f1.8, 0.8sec exposure wide open at\xe2\x80\xa6"
1,"weather 13/05 - chances of intense scattered thunderstorm, duststorm in northindia due to western disturbance,\xe2\x80\xa6"
1,rt  a view of north block and south block! \n\ndelhirain rainyday thunderstorm delhistorm newdelhi
1,delhi govt is ready to tackle duststorm \n\nthunderstorm \n
1,my first sta at a time lapse..a thunderstorm rolling in. taken from my back deck.
1,"rt  may 8, 05:30 pm: thunderstorm and lightning report across india:  rain lightningstrikes thu\xe2\x80\xa6"
1,heavy rains nd thunderstorm near vijaynagar .. \n \nthunderstorm bangalorerains rains
1,"thunderstorm delhi \nnews alert: no flights have been cancelled from delhi airport today, however, few flights hav\xe2\x80\xa6"
,"rt  just in: met issues thunderstorm warning for keonjhar, mayurbhanj, balasore, bhadrak, jajpur, angul and dhenkanal distr\xe2\x80\xa6"
0,"watching netanyahu ,it s like watching a horror movie in a thunderstorm  darknight evil-inhumanbody \xf0\x9f\x91\xba\xf0\x9f\x91\xb9"
,| rt  newsalert || thunderstorm and hailstorm alert issued for uttarakhand s dehradun district for the next 48 hours; all scho\xe2\x80\xa6 |
1,rt  brewing again. this time raining immediately with moderately strong winds thunderstorm
1,double rainbow nofilter boise idaho rainbow thunderstorm\xe2\x80\xa6
1,"duststorm, thunderstorm, light rain to make a comeback in delhi, chandigarh, ambala, moradabad, alwar - see\xe2\x80\xa6"
1,rt  check out the live status of lightning and thunderstorm across india:\n weathertweet
1,"| thunderstorm, rain hit delhi-ncr, haryana &amp; parts of north india; electricity cut in gurugram || read more.\n |"
1,rt  sonamanandwedding \nbreaking news in thunderstorm
1,incredible lightning shot from onalaska tonight! thanks to gary lamprecht for the photo! wiwx thunderstorm
1,lulu and i had to move to the basement to sleep. we were scared of the storm. thunderstorm dogs puppies
1,"rt  duststorm followed by heavy rainfall and lightning which hit parts of northern india, has claimed lives of at least 29 peo\xe2\x80\xa6"
1,north-east india and north-east bangladesh facing thunderstorm\nalso .. thankfully they know  do(s) &amp; don\ t(s)  in such situations ..
1,rt  all schools and colleges in up s meerut to remain shut on tuesday in view of imd s warning. catch more live updates here:\xe2\x80\xa6
1,in this thunderstorm do give a thought of various farmers whose whole income source is standing bearing this brunt\xe2\x80\xa6
1,today s weather in madurai :\npartly cloudy and hot day.\xe2\x98\x80\xef\xb8\x8f\nmax: 37/38\nmin: 25/26\nisolated intense thunderstorm li\xe2\x80\xa6
1,"rt  duststorm, thunderstorm would not cause any major threat in punja and haryana as these are the normal pre-monsoon a\xe2\x80\xa6"
1,"may 3rd, 2018 - iowa \nstorms nature chase thunderstorm\xe2\x80\xa6"
,"just in: met issues thunderstorm warning for mayurbhanj, balasore, keonjhar, bhadrak districts till 9 pm odisha"
1,"just in: met issues thunderstorm warning for nayagarh, angul, cuttack, khordha districts till 11.30 am odisha"
1,rt  thunderstorm \xf0\x9f\x98\x8d\xe2\x9b\x88 and as a bonus i didnt get electrocuted taking the washing in \xe2\x98\x9d\xf0\x9f\x8f\xbb\xe2\x9a\xa1\xef\xb8\x8f
1,rt  14 may(day 4):thunderstorm accompanied with squall (wind speed reaching 50-\xc2\xad70 kmph) very likely at isolated places over su\xe2\x80\xa6
1,07 may (day 2):thunderstorm accompanied with squall  and hail very likely at isolated places over jammu &amp;\xe2\x80\xa6
1,weather right now is officially crazzyy..;)..\ncrazyweather rain thunderstorm windy pakodewalamausam\xe2\x80\xa6
1,"watch: thunderstorm hits solarfarm in india, experts says its time to act now\n\n"
1,"rt  thunderstorm, squall likely in uttarpradesh in next 2 days\n"
1,met issues thunderstorm warning for 7 districts of odisha
1,| newsalert || all educational institutions in up s meerut to remain closed tomorrow in view of thunderstorm alert in the region |
1,the shepherd boy and the wolf thunderstorm
1,met department right now \nduststorm thunderstorm
1,"so many killer duststorm, thunderstorm, sandstorm, and that too so frequently! are they natural? happening just\xe2\x80\xa6"
0,how to stay safe during a thunderstorm ? here are some dos and don ts\n
1,10 may(day 1):thunderstorm accompanied with squall (wind speed reaching 50-\xc2\xad70 kmph) and hail very likely at isola\xe2\x80\xa6
1,"rt  after parts of west tamilnadu  now parts of dindigul , madurai virudhunagar in south tn getting thunderstorm  and r\xe2\x80\xa6"
1,after a break of few days bengaluru joins the pre monsoon thunderstorm party.  tomorrow is going to be even bette\xe2\x80\xa6
1,seems that there s a storm a comin \nthunderstorm rain storm clouds
1,rt  testyourknowledge of lightning protection \xe2\x80\x93 view video at  lightningsafety homesafety light\xe2\x80\xa6
1,"rt  sudden storm, heavy rain hit delhi-ncr; flight operations at igi airport put on hold duststorm thunderstorm"
1,"rt  07 may (day 2):thunderstorm accompanied with squall  and hail very likely at isolated places over jammu &amp; kashmir,#h\xe2\x80\xa6"
1,impressive thunderstorm tonight.
1,dust storm finally hits delhi ncr .met dept prediction finally comes true. predict predict until it becomes true. thunderstorm
1,"rt  this met department is really crazy, this prediction was few days back.\nthunderstorm delhistorm"
1,"rt  approaching severe thunderstorm with a well-defined shelfcloud and frequent lightning activity near wolnzach, germ\xe2\x80\xa6"
1,several states in north india on high alert as thunderstorm hits delhi ncr  delhincr
1,rt  shri albert einstein honoring delhi cm in advance for successfully managing duststorm in delhi. \n\nany shortcoming to be\xe2\x80\xa6
1,dos and don ts during thunderstorm : delhi government issues advisory\n\n
1,rt  weather  a handful of hail from the thunderstorm on madison s northside. ranged in size from penny to quart\xe2\x80\xa6
1,correction: thunderstorm alert: all schools till class xii in agra to remain closed tomorrow.
1,rain\n.\n.\nchicago rain thunderstorm tree nature slowmotion\xe2\x80\xa6
1,rt  entire north india including delhi is facing duststorm . spare your thought for homeless people. try to feel their pain. t\xe2\x80\xa6
1,"rt  the tescott, ks ef-3 wedge tornado. 05/01/18 what a beast!  captured this shot from a gravel about a\xe2\x80\xa6"
1,"delhi just witnessed dark sky at 4pm , different level of thunderstorm \xe2\x9b\x88! thunderstorm delhi"
1,thunderstorm live updates: duststorm lashed moradabad in uttarpradesh\n
1,rt  your safety is our concern. stay updated with the thunderstorm alerts and dial 108 in case of emergency. staysafe thundersto\xe2\x80\xa6
,rt  silence before the thunderstorm in noida!!\nthunderstorm with light rain and strong winds would occur over ncr includ\xe2\x80\xa6
1,"is that recent dust storm, just the beginning of natural disasters, causing due to global warming?\xe2\x80\xa6"
1,"rt  according to weather report ,there is possibility of hurricane and havey rain in north india.all of you are requested\xe2\x80\xa6"
1,"lightning \xe2\x9a\xa1\xef\xb8\x8f forking across the sky last night over northern pike county, ky. \n\nlightning is five times hotter tha\xe2\x80\xa6"
1,a bit of rain and storm and entire vasant kunj is dark and has no electricity thunderstorm
1,"so, due to weather disturbances last night, aka a nice thunderstorm, the debut of deathstar100788 is delayed a day\xe2\x80\xa6"
1,thunderstorm kills \nat least 25 civilians \nin bangladesh by \nonly 3-4 weeks time. \nstay safe people.
1,"rt  7th may 2018: thunderstorm accompanied with squall very likely at isolated places over punjab, haryana, chandigarh &amp; delhi,\xe2\x80\xa6"
1,thunderstorm kinda night .. i see how it is mother nature \xf0\x9f\x98\x9c\nyou want me inside relaxing binge watching shows &amp;\xe2\x80\xa6
1,"rt pibhomeaffairs:  ndmaindia: thunderstorm with rain would occur over some places of delhi and adjoining ncr,\xe2\x80\xa6"
1,"just spent the last 30 minutes listening to it rain outside. it was coming down so hard, i couldn\xe2\x80\x99t sleep, so just\xe2\x80\xa6"
1,thunderstorm can set panic in your pets. here are some useful tips petplan has to offer to keep your pets calm and\xe2\x80\xa6
1,schools in panchkula closed for students after haryana education minister ram bilas sharma directed all government\xe2\x80\xa6
1,"how come met dept didn\xe2\x80\x99t share the advisory this time, when the thunderstorm really stuck the city.."
1,"weather alert: heavyrains, thunderstorm likely in delhi tonight\n"
1,"rt  a spell of rain/ thunderstorm accompanied with squall likely to occur over delhi and ncr during next 3 to 4 hours, warns i\xe2\x80\xa6"
